HGNC ID	Approved Symbol	Approved Name	Status	Synonyms	Entrez Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)
HGNC:50340	PDCL2P1	phosducin-like 2 pseudogene 1	Approved		653707	
HGNC:50341	PDCL2P2	phosducin-like 2 pseudogene 2	Approved		106480295	
HGNC:28860	PDCL3	phosducin like 3	Approved	VIAF1	79031	Q9H2J4
HGNC:31826	PDCL3P1	phosducin-like 3 pseudogene 1	Approved		392225	
HGNC:31705	PDCL3P2	phosducin-like 3 pseudogene 2	Approved		643831	
HGNC:44504	PDCL3P3	phosducin-like 3 pseudogene 3	Approved		100132683	
HGNC:44505	PDCL3P4	phosducin-like 3 pseudogene 4	Approved		285359	
HGNC:44506	PDCL3P5	phosducin-like 3 pseudogene 5	Approved		644850	
HGNC:44507	PDCL3P6	phosducin-like 3 pseudogene 6	Approved		100419023	
HGNC:44508	PDCL3P7	phosducin-like 3 pseudogene 7	Approved		390340	
HGNC:26616	PDDC1	Parkinson disease 7 domain containing 1	Approved	FLJ34283	347862	Q8NB37
HGNC:8771	PDDR~withdrawn	symbol withdrawn, see CYP27B1	Symbol Withdrawn			
HGNC:8774	PDE1A	phosphodiesterase 1A	Approved		5136	P54750
HGNC:8775	PDE1B	phosphodiesterase 1B	Approved		5153	Q01064
HGNC:8776	PDE1C	phosphodiesterase 1C	Approved	Hcam3	5137	Q14123
HGNC:8777	PDE2A	phosphodiesterase 2A	Approved		5138	O00408
HGNC:8778	PDE3A	phosphodiesterase 3A	Approved	CGI-PDE	5139	Q14432
HGNC:8779	PDE3B	phosphodiesterase 3B	Approved	HcGIP1	5140	Q13370
HGNC:8780	PDE4A	phosphodiesterase 4A	Approved		5141	P27815
HGNC:8781	PDE4B	phosphodiesterase 4B	Approved		5142	Q07343
HGNC:8782	PDE4C	phosphodiesterase 4C	Approved		5143	Q08493
HGNC:8783	PDE4D	phosphodiesterase 4D	Approved		5144	Q08499
HGNC:15580	PDE4DIP	phosphodiesterase 4D interacting protein	Approved	KIAA0477, KIAA0454, MMGL	9659	Q5VU43
HGNC:50867	PDE4DIPP1	phosphodiesterase 4D interacting protein pseudogene 1	Approved		728920	
HGNC:8784	PDE5A	phosphodiesterase 5A	Approved		8654	O76074
HGNC:8785	PDE6A	phosphodiesterase 6A	Approved	RP43	5145	P16499
HGNC:8786	PDE6B	phosphodiesterase 6B	Approved	CSNB3, rd1, RP40, CSNBAD2	5158	P35913
HGNC:8787	PDE6C	phosphodiesterase 6C	Approved	PDEA2, ACHM5, COD4	5146	P51160
HGNC:8788	PDE6D	phosphodiesterase 6D	Approved	JBTS22	5147	O43924
HGNC:8789	PDE6G	phosphodiesterase 6G	Approved	RP57	5148	P18545
HGNC:8790	PDE6H	phosphodiesterase 6H	Approved		5149	Q13956
HGNC:8791	PDE7A	phosphodiesterase 7A	Approved	HCP1	5150	Q13946
HGNC:8792	PDE7B	phosphodiesterase 7B	Approved		27115	Q9NP56
HGNC:8793	PDE8A	phosphodiesterase 8A	Approved	HsT19550	5151	O60658
HGNC:8794	PDE8B	phosphodiesterase 8B	Approved		8622	O95263
HGNC:8795	PDE9A	phosphodiesterase 9A	Approved		5152	O76083
HGNC:8772	PDE10A	phosphodiesterase 10A	Approved		10846	Q9Y233
HGNC:8773	PDE11A	phosphodiesterase 11A	Approved		50940	Q9HCR9
HGNC:25386	PDE12	phosphodiesterase 12	Approved	DKFZp667B1218, 2'-PDE	201626	Q6L8Q7
HGNC:8796	PDEA~withdrawn	symbol withdrawn, see PDE6A	Symbol Withdrawn			
HGNC:8797	PDEB~withdrawn	symbol withdrawn, see PDE6B	Symbol Withdrawn			
HGNC:8798	PDEG~withdrawn	symbol withdrawn, see PDE6G	Symbol Withdrawn			
HGNC:30012	PDF	peptide deformylase (mitochondrial)	Approved		64146	Q9HBH1
HGNC:8799	PDGFA	platelet derived growth factor subunit A	Approved	PDGF1, PDGF-A	5154	P04085
HGNC:8800	PDGFB	platelet derived growth factor subunit B	Approved	SSV	5155	P01127
HGNC:8801	PDGFC	platelet derived growth factor C	Approved	SCDGF, fallotein	56034	Q9NRA1
HGNC:30620	PDGFD	platelet derived growth factor D	Approved	SCDGF-B, MSTP036, IEGF	80310	Q9GZP0
HGNC:8803	PDGFRA	platelet derived growth factor receptor alpha	Approved	CD140a, PDGFR2, GAS9	5156	P16234
HGNC:8804	PDGFRB	platelet derived growth factor receptor beta	Approved	JTK12, CD140b, PDGFR1	5159	P09619
HGNC:8805	PDGFRL	platelet derived growth factor receptor like	Approved	PRLTS	5157	Q15198
HGNC:8802	PDGFR~withdrawn	symbol withdrawn, see PDGFRB	Symbol Withdrawn			
HGNC:8806	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	Approved		5160	P08559
HGNC:44636	PDHA1P1	pyruvate dehydrogenase (lipoamide) alpha 1 pseudogene 1	Approved		100132534	
HGNC:8807	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	Approved		5161	P29803
HGNC:8808	PDHB	pyruvate dehydrogenase (lipoamide) beta	Approved		5162	P11177
HGNC:21350	PDHX	pyruvate dehydrogenase complex component X	Approved	E3BP, proX, PDX1, OPDX, DLDBP	8050	O00330
HGNC:14180	PDIA2	protein disulfide isomerase family A member 2	Approved	PDA2, PDI, PDIR	64714	Q13087
HGNC:4606	PDIA3	protein disulfide isomerase family A member 3	Approved	P58, ERp61, ERp57, ERp60, GRP57, PI-PLC, HsT17083	2923	P30101
HGNC:4607	PDIA3P1	protein disulfide isomerase family A member 3 pseudogene 1	Approved	GRP58P	171423	
HGNC:49403	PDIA3P2	protein disulfide isomerase family A member 3 pseudogene 2	Approved		106481687	
HGNC:30167	PDIA4	protein disulfide isomerase family A member 4	Approved	ERP70, ERP72	9601	P13667
HGNC:24811	PDIA5	protein disulfide isomerase family A member 5	Approved	PDIR, FLJ30401	10954	Q14554
HGNC:30168	PDIA6	protein disulfide isomerase family A member 6	Approved	P5, ERp5	10130	Q15084
HGNC:18981	PDIK1L	PDLIM1 interacting kinase 1 like	Approved	CLIK1L	149420	Q8N165
HGNC:27338	PDILT	protein disulfide isomerase like, testis expressed	Approved	PDIA7	204474	Q8N807
HGNC:8809	PDK1	pyruvate dehydrogenase kinase 1	Approved		5163	Q15118
HGNC:49808	PDK1P1	pyruvate dehydrogenase kinase 1 pseudogene 1	Approved		100421194	
HGNC:8810	PDK2	pyruvate dehydrogenase kinase 2	Approved	PDHK2	5164	Q15119
HGNC:8811	PDK3	pyruvate dehydrogenase kinase 3	Approved		5165	Q15120
HGNC:8812	PDK4	pyruvate dehydrogenase kinase 4	Approved		5166	Q16654
HGNC:2067	PDLIM1	PDZ and LIM domain 1	Approved	CLP-36, hCLIM1, CLP36	9124	O00151
HGNC:20026	PDLIM1P1	PDZ and LIM domain 1 pseudogene 1	Approved		326616	
HGNC:48945	PDLIM1P2	PDZ and LIM domain 1 pseudogene 2	Approved		100419426	
HGNC:48946	PDLIM1P3	PDZ and LIM domain 1 pseudogene 3	Approved		100419427	
HGNC:48947	PDLIM1P4	PDZ and LIM domain 1 pseudogene 4	Approved		100419185	
HGNC:13992	PDLIM2	PDZ and LIM domain 2	Approved		64236	Q96JY6
HGNC:20767	PDLIM3	PDZ and LIM domain 3	Approved	ALP	27295	Q53GG5
HGNC:16501	PDLIM4	PDZ and LIM domain 4	Approved	RIL	8572	P50479
HGNC:17468	PDLIM5	PDZ and LIM domain 5	Approved	LIM, Enh	10611	Q96HC4
HGNC:22958	PDLIM7	PDZ and LIM domain 7	Approved	ENIGMA	9260	Q9NR12
HGNC:8813	PDNP1~withdrawn	symbol withdrawn, see ENPP1	Symbol Withdrawn			
HGNC:8814	PDNP2~withdrawn	symbol withdrawn, see ENPP2	Symbol Withdrawn			
HGNC:8815	PDNP3~withdrawn	symbol withdrawn, see ENPP3	Symbol Withdrawn			
HGNC:9279	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	Approved	PDP, PDH, PPM2A	54704	Q9P0J1
HGNC:30263	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	Approved	KIAA1348, PPM2C2, PPM2B	57546	Q9P2J9
HGNC:8816	PDPK1	3-phosphoinositide dependent protein kinase 1	Approved	PDK1	5170	O15530
HGNC:49897	PDPK2P	3-phosphoinositide dependent protein kinase 2, pseudogene	Approved		653650	Q6A1A2
HGNC:29602	PDPN	podoplanin	Approved	T1A-2, Gp38, aggrus, GP40, PA2.26	10630	Q86YL7
HGNC:30264	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	Approved	PDP3	55066	Q8NCN5
HGNC:8817	PDR	pigment disorder, reticulate	Approved		5171	
HGNC:16119	PDRG1	p53 and DNA damage regulated 1	Approved	dJ310O13.3	81572	Q9NUG6
HGNC:29088	PDS5A	PDS5 cohesin associated factor A	Approved	KIAA0648, PIG54, SCC-112	23244	Q29RF7
HGNC:20418	PDS5B	PDS5 cohesin associated factor B	Approved	AS3, KIAA0979, FLJ23236, CG008	23047	Q9NTI5
HGNC:17759	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1	Approved	TPT, COQ1	23590	Q5T2R2
HGNC:49740	PDSS1P1	prenyl (decaprenyl) diphosphate synthase, subunit 1 pseudogene 1	Approved		100129248	
HGNC:49741	PDSS1P2	prenyl (decaprenyl) diphosphate synthase, subunit 1 pseudogene 2	Approved		100996500	
HGNC:23041	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2	Approved	bA59I9.3	57107	Q86YH6
HGNC:6107	PDX1	pancreatic and duodenal homeobox 1	Approved	IDX-1, STF-1, PDX-1, MODY4	3651	P52945
HGNC:43698	PDX1-AS1	PDX1 antisense RNA 1	Approved	PLUTO, HI-LNC71	100861550	
HGNC:28995	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	Approved	KIAA0251	23042	Q6P996
HGNC:27559	PDXDC2P	pyridoxal dependent decarboxylase domain containing 2, pseudogene	Approved	DKFZp761H1120	283970	Q6P474
HGNC:8819	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase	Approved	PNK, PKH, FLJ21324, PRED79, FLJ31940, MGC15873	8566	O00764
HGNC:30259	PDXP	pyridoxal phosphatase	Approved	dJ37E16.5, FLJ32703, CIN	57026	Q96GD0
HGNC:8820	PDYN	prodynorphin	Approved	PENKB, ADCA	5173	P01213
HGNC:18486	PDZD2	PDZ domain containing 2	Approved	KIAA0300	23037	O15018
HGNC:19891	PDZD3	PDZ domain containing 3	Approved	FLJ22756, IKEPP	79849	Q86UT5
HGNC:21167	PDZD4	PDZ domain containing 4	Approved	KIAA1444, LU1, FLJ34125, PDZRN4L, LNX5	57595	Q76G19
HGNC:23454	PDZD5C~withdrawn	symbol withdrawn, see FRMPD2	Symbol Withdrawn			
HGNC:26257	PDZD7	PDZ domain containing 7	Approved	FLJ23209, bA108L7.8	79955	Q9H5P4
HGNC:26974	PDZD8	PDZ domain containing 8	Approved	bA129M16.2, FLJ34427	118987	Q8NEN9
HGNC:28740	PDZD9	PDZ domain containing 9	Approved	MGC50721	255762	Q8IXQ8
HGNC:28034	PDZD11	PDZ domain containing 11	Approved		51248	Q5EBL8
HGNC:8821	PDZK1	PDZ domain containing 1	Approved	PDZD1, NHERF3	5174	Q5T2W1
HGNC:16887	PDZK1IP1	PDZK1 interacting protein 1	Approved	DD96, MAP17, SPAP	10158	Q13113
HGNC:31974	PDZK1P1	PDZ domain containing 1 pseudogene 1	Approved	OTTHUMT00000038524, OTTHUMG00000074107	100034743	A8MUH7
HGNC:31975	PDZK1P2~withdrawn	symbol withdrawn, see PDZK1P1	Symbol Withdrawn			
HGNC:51488	PDZPH1P	PDZ and pleckstrin homology domains 1, pseudogene	Approved		105379197	
HGNC:17704	PDZRN3	PDZ domain containing ring finger 3	Approved	KIAA1095, SEMACAP3, LNX3	23024	Q9UPQ7
HGNC:40814	PDZRN3-AS1	PDZRN3 antisense RNA 1	Approved		101927249	
HGNC:30552	PDZRN4	PDZ domain containing ring finger 4	Approved	DKFZp434B0417, LNX4, FLJ33777, IMAGE5767589	29951	Q6ZMN7
HGNC:8822	PEA15	phosphoprotein enriched in astrocytes 15	Approved	HMAT1, MAT1, PED, PEA-15, MAT1H, HUMMAT1H	8682	Q15121
HGNC:29431	PEAK1	pseudopodium enriched atypical kinase 1	Approved	KIAA2002, sgk269	79834	Q9H792
HGNC:33631	PEAR1	platelet endothelial aggregation receptor 1	Approved	JEDI, FLJ00193	375033	Q5VY43
HGNC:8630	PEBP1	phosphatidylethanolamine binding protein 1	Approved	RKIP, HCNP, PEBP	5037	P30086
HGNC:20054	PEBP1P1	phosphatidylethanolamine binding protein 1 pseudogene 1	Approved		326614	
HGNC:44344	PEBP1P2	phosphatidylethanolamine binding protein 1 pseudogene 2	Approved		647307	
HGNC:44345	PEBP1P3	phosphatidylethanolamine binding protein 1 pseudogene 3	Approved		100129570	
HGNC:28319	PEBP4	phosphatidylethanolamine binding protein 4	Approved	MGC22776, CORK1, hPEBP4	157310	Q96S96
HGNC:8823	PECAM1	platelet and endothelial cell adhesion molecule 1	Approved	CD31	5175	P16284
HGNC:18281	PECR	peroxisomal trans-2-enoyl-CoA reductase	Approved	HSA250303, TERP, SDR29C1	55825	Q9BY49
HGNC:14227	PEDF~withdrawn	symbol withdrawn, see SERPINF1	Symbol Withdrawn			
HGNC:8825	PEE1	preeclampsia/eclampsia 1	Approved		5177	
HGNC:30009	PEF1	penta-EF-hand domain containing 1	Approved	PEF1A	553115	Q9UBV8
HGNC:8826	PEG3	paternally expressed 3	Approved	ZKSCAN22, KIAA0287, ZNF904, ZSCAN24	5178	Q9GZU2
HGNC:35127	PEG3-AS1	PEG3 antisense RNA 1	Approved	APEG3, NCRNA00155	100169890	
HGNC:14005	PEG10	paternally expressed 10	Approved	KIAA1051, HB-1, MEF3L, RGAG3, Mar2, Mart2	23089	Q86TG7
HGNC:19969	PEG13	paternally expressed 13	Approved		359809	
HGNC:8827	PELI1	pellino E3 ubiquitin protein ligase 1	Approved		57162	Q96FA3
HGNC:8828	PELI2	pellino E3 ubiquitin protein ligase family member 2	Approved		57161	Q9HAT8
HGNC:30010	PELI3	pellino E3 ubiquitin protein ligase family member 3	Approved	MGC35521	246330	Q8N2H9
HGNC:8829	PELO	pelota homolog (Drosophila)	Approved		53918	Q9BRX2
HGNC:30134	PELP1	proline, glutamate and leucine rich protein 1	Approved	MNAR	27043	Q8IZL8
HGNC:8830	PEMT	phosphatidylethanolamine N-methyltransferase	Approved	PEMPT, PEMT2	10400	Q9UBM1
HGNC:8831	PENK	proenkephalin	Approved		5179	P01210
HGNC:8832	PENT~withdrawn	symbol withdrawn, see PNMT	Symbol Withdrawn			
HGNC:8834	PEO1~withdrawn	symbol withdrawn, see C10orf2	Symbol Withdrawn			
HGNC:8835	PEO2~withdrawn	symbol withdrawn, see SLC25A4	Symbol Withdrawn			
HGNC:8836	PEO3~withdrawn	symbol withdrawn, see SLC25A4	Symbol Withdrawn			
HGNC:8833	PEO~withdrawn	symbol withdrawn, see C10orf2	Symbol Withdrawn			
HGNC:8837	PEPA~withdrawn	symbol withdrawn, see CNDP2	Symbol Withdrawn			
HGNC:8838	PEPB	peptidase B	Approved		5182	
HGNC:8839	PEPC	peptidase C	Approved		5183	
HGNC:8840	PEPD	peptidase D	Approved		5184	P12955
HGNC:8841	PEPE	peptidase E	Approved		5185	
HGNC:8842	PEPN~withdrawn	symbol withdrawn, see ANPEP	Symbol Withdrawn			
HGNC:8843	PEPS~withdrawn	symbol withdrawn, see LAP3	Symbol Withdrawn			
HGNC:8845	PER1	period circadian clock 1	Approved	RIGUI	5187	O15534
HGNC:8846	PER2	period circadian clock 2	Approved	KIAA0347	8864	O15055
HGNC:8847	PER3	period circadian clock 3	Approved		8863	P56645
HGNC:28208	PERM1	PPARGC1 and ESRR induced regulator, muscle 1	Approved	MGC13275, RP11-54O7.8, Perm1	84808	Q5SV97
HGNC:17637	PERP	PERP, TP53 apoptosis effector	Approved	PIGPC1, dJ496H19.1, KCP1, THW, KRTCAP1	64065	Q96FX8
HGNC:13642	PERQ2~withdrawn	symbol withdrawn, see GIGYF2	Symbol Withdrawn			
HGNC:13643	PERQ3~withdrawn	symbol withdrawn, see GIGYF2	Symbol Withdrawn			
HGNC:8844	PER~withdrawn	symbol withdrawn, see PER1	Symbol Withdrawn			
HGNC:8848	PES1	pescadillo ribosomal biogenesis factor 1	Approved	PES	23481	O00541
HGNC:44058	PES1P1	pescadillo ribosomal biogenesis factor 1 pseudogene 1	Approved		345016	
HGNC:44059	PES1P2	pescadillo ribosomal biogenesis factor 1 pseudogene 2	Approved		347193	
HGNC:40038	PET100	PET100 homolog	Approved		100131801	P0DJ07
HGNC:40045	PET117	PET117 homolog	Approved	CSRP2BP	100303755	Q6UWS5
HGNC:8850	PEX1	peroxisomal biogenesis factor 1	Approved		5189	O43933
HGNC:9717	PEX2	peroxisomal biogenesis factor 2	Approved	PMP35, PAF-1, RNF72, ZWS3	5828	P28328
HGNC:8858	PEX3	peroxisomal biogenesis factor 3	Approved		8504	P56589
HGNC:9719	PEX5	peroxisomal biogenesis factor 5	Approved	PTS1R	5830	P50542
HGNC:30024	PEX5L	peroxisomal biogenesis factor 5 like	Approved	PEX5R, PXR2, TRIP8b	51555	Q8IYB4
HGNC:41251	PEX5L-AS1	PEX5L antisense RNA 1	Approved		100874040	
HGNC:41252	PEX5L-AS2	PEX5L antisense RNA 2	Approved		101928790	
HGNC:8859	PEX6	peroxisomal biogenesis factor 6	Approved	PXAAA1, PAF-2	5190	Q13608
HGNC:8860	PEX7	peroxisomal biogenesis factor 7	Approved	PTS2R, RD	5191	O00628
HGNC:8851	PEX10	peroxisomal biogenesis factor 10	Approved	RNF69	5192	O60683
HGNC:8852	PEX11A	peroxisomal biogenesis factor 11 alpha	Approved	PEX11-ALPHA, MGC119947, MGC138534	8800	O75192
HGNC:8853	PEX11B	peroxisomal biogenesis factor 11 beta	Approved		8799	O96011
HGNC:20208	PEX11G	peroxisomal biogenesis factor 11 gamma	Approved		92960	Q96HA9
HGNC:8854	PEX12	peroxisomal biogenesis factor 12	Approved		5193	O00623
HGNC:39678	PEX12P1	peroxisomal biogenesis factor 12 pseudogene 1	Approved		121727	
HGNC:8855	PEX13	peroxisomal biogenesis factor 13	Approved		5194	Q92968
HGNC:8856	PEX14	peroxisomal biogenesis factor 14	Approved		5195	O75381
HGNC:8857	PEX16	peroxisomal biogenesis factor 16	Approved		9409	Q9Y5Y5
HGNC:9713	PEX19	peroxisomal biogenesis factor 19	Approved	HK33, D1S2223E, PMP1, PMPI, PXMP1	5824	P40855
HGNC:22965	PEX26	peroxisomal biogenesis factor 26	Approved	FLJ20695	55670	Q7Z412
HGNC:8861	PF4	platelet factor 4	Approved	SCYB4, CXCL4	5196	P02776
HGNC:8862	PF4V1	platelet factor 4 variant 1	Approved	SCYB4V1, CXCL4V1, CXCL4L1	5197	P10720
HGNC:8863	PFAS	phosphoribosylformylglycinamidine synthase	Approved	PURL, FGARAT, KIAA0361	5198	O15067
HGNC:8866	PFDN1	prefoldin subunit 1	Approved	PFD1	5201	O60925
HGNC:8867	PFDN2	prefoldin subunit 2	Approved		5202	Q9UHV9
HGNC:8868	PFDN4	prefoldin subunit 4	Approved	PFD4, C-1, C1	5203	Q9NQP4
HGNC:8869	PFDN5	prefoldin subunit 5	Approved	PFD5, MM-1	5204	Q99471
HGNC:4926	PFDN6	prefoldin subunit 6	Approved	KE-2, H2-KE2, PFD6	10471	O15212
HGNC:8865	PFD~withdrawn	symbol withdrawn, see CFD	Symbol Withdrawn			
HGNC:8870	PFIC1~withdrawn	symbol withdrawn, see ATP8B1	Symbol Withdrawn			
HGNC:8871	PFIC2~withdrawn	symbol withdrawn, see ABCB11	Symbol Withdrawn			
HGNC:8872	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Approved		5207	P16118
HGNC:8873	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	Approved		5208	O60825
HGNC:8874	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	Approved		5209	Q16875
HGNC:8875	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	Approved		5210	Q16877
HGNC:8876	PFKL	phosphofructokinase, liver type	Approved		5211	P17858
HGNC:8877	PFKM	phosphofructokinase, muscle	Approved	PFK-1, PPP1R122	5213	P08237
HGNC:8878	PFKP	phosphofructokinase, platelet	Approved	PFK-C, PFKF	5214	Q01813
HGNC:8879	PFKX~withdrawn	symbol withdrawn, see PFKM	Symbol Withdrawn			
HGNC:8880	PFM1~withdrawn	symbol withdrawn, see MSX2	Symbol Withdrawn			
HGNC:13409	PFM2~withdrawn	symbol withdrawn, see ALX4	Symbol Withdrawn			
HGNC:20094	PFM3	parietal foramina 3	Approved		619475	
HGNC:8881	PFN1	profilin 1	Approved		5216	P07737
HGNC:42989	PFN1P1	profilin 1 pseudogene 1	Approved		730138	
HGNC:24298	PFN1P2	profilin 1 pseudogene 2	Approved	COAS3	767846	
HGNC:42987	PFN1P3	profilin 1 pseudogene 3	Approved		200025	
HGNC:42992	PFN1P4	profilin 1 pseudogene 4	Approved		767851	
HGNC:42990	PFN1P5~withdrawn	symbol withdrawn, see PFN1P4	Symbol Withdrawn			
HGNC:42988	PFN1P6	profilin 1 pseudogene 6	Approved		645126	
HGNC:42993	PFN1P7~withdrawn	symbol withdrawn, see PFN1P6	Symbol Withdrawn			
HGNC:42986	PFN1P8	profilin 1 pseudogene 8	Approved		100873744	
HGNC:42991	PFN1P9	profilin 1 pseudogene 9	Approved		767850	
HGNC:42985	PFN1P10	profilin 1 pseudogene 10	Approved		767853	
HGNC:42994	PFN1P11	profilin 1 pseudogene 11	Approved		100873784	
HGNC:42995	PFN1P12	profilin 1 pseudogene 12	Approved		647569	
HGNC:8882	PFN2	profilin 2	Approved		5217	P35080
HGNC:18627	PFN3	profilin 3	Approved		345456	P60673
HGNC:31103	PFN4	profilin family member 4	Approved		375189	Q8NHR9
HGNC:8885	PGA3	pepsinogen 3, group I (pepsinogen A)	Approved		643834	P0DJD8
HGNC:8886	PGA4	pepsinogen 4, group I (pepsinogen A)	Approved		643847	P0DJD7
HGNC:8887	PGA5	pepsinogen 5, group I (pepsinogen A)	Approved		5222	P0DJD9
HGNC:8884	PGA@~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:8888	PGAM1	phosphoglycerate mutase 1	Approved	PGAM-B	5223	P18669
HGNC:42448	PGAM1P1	phosphoglycerate mutase 1 pseudogene 1	Approved		100130514	
HGNC:42449	PGAM1P2	phosphoglycerate mutase 1 pseudogene 2	Approved		392310	
HGNC:42450	PGAM1P3	phosphoglycerate mutase 1 pseudogene 3	Approved		100873887	
HGNC:42451	PGAM1P4	phosphoglycerate mutase 1 pseudogene 4	Approved		391508	
HGNC:42452	PGAM1P5	phosphoglycerate mutase 1 pseudogene 5	Approved		100132594	
HGNC:42453	PGAM1P6	phosphoglycerate mutase 1 pseudogene 6	Approved		100420567	
HGNC:42454	PGAM1P7	phosphoglycerate mutase 1 pseudogene 7	Approved		100420650	
HGNC:42455	PGAM1P8	phosphoglycerate mutase 1 pseudogene 8	Approved		440043	
HGNC:42456	PGAM1P9	phosphoglycerate mutase 1 pseudogene 9	Approved		100420681	
HGNC:42457	PGAM1P10	phosphoglycerate mutase 1 pseudogene 10	Approved		100420633	
HGNC:42464	PGAM1P11	phosphoglycerate mutase 1 pseudogene 11	Approved		100420660	
HGNC:42459	PGAM1P12	phosphoglycerate mutase 1 pseudogene 12	Approved		390643	
HGNC:42461	PGAM1P13	phosphoglycerate mutase 1 pseudogene 13	Approved		100129815	
HGNC:8889	PGAM2	phosphoglycerate mutase 2	Approved	PGAM-M	5224	P15259
HGNC:16557	PGAM3P	phosphoglycerate mutase 3, pseudogene	Approved	dJ1128N12.1	170535	
HGNC:21731	PGAM4	phosphoglycerate mutase family member 4	Approved	dJ1000K24.1, PGAM3, PGAM-B, PGAM1	441531	Q8N0Y7
HGNC:42465	PGAM4P1	phosphoglycerate mutase family member 4 pseudogene 1	Approved		100421178	
HGNC:42466	PGAM4P2	phosphoglycerate mutase family member 4 pseudogene 2	Approved		100131611	
HGNC:28763	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	Approved	MGC5352, BXLBv68	192111	Q96HS1
HGNC:42467	PGAM5P1	PGAM family member 5, mitochondrial serine/threonine protein phosphatase pseudogene 1	Approved		100421133	
HGNC:25712	PGAP1	post-GPI attachment to proteins 1	Approved	FLJ12377, Bst1, SPG67	80055	Q75T13
HGNC:17893	PGAP2	post-GPI attachment to proteins 2	Approved	FRAG1, CWH43-N	27315	Q9UHJ9
HGNC:23719	PGAP3	post-GPI attachment to proteins 3	Approved	MGC9753, CAB2, PP1498, PER1	93210	Q96FM1
HGNC:19398	PGBD1	piggyBac transposable element derived 1	Approved	HUCEP-4, dJ874C20.4, SCAND4	84547	Q96JS3
HGNC:19399	PGBD2	piggyBac transposable element derived 2	Approved		267002	Q6P3X8
HGNC:19400	PGBD3	piggyBac transposable element derived 3	Approved	FLJ90201	267004	Q8N328
HGNC:19402	PGBD3P1	piggyBac transposable element derived 3 pseudogene 1	Approved		267005	
HGNC:19397	PGBD3P2	piggyBac transposable element derived 3 pseudogene 2	Approved		267006	
HGNC:19396	PGBD3P3	piggyBac transposable element derived 3 pseudogene 3	Approved		267007	
HGNC:19379	PGBD3P4	piggyBac transposable element derived 3 pseudogene 4	Approved		267008	
HGNC:19401	PGBD4	piggyBac transposable element derived 4	Approved	FLJ32638, FLJ37497	161779	Q96DM1
HGNC:44066	PGBD4P1	piggyBac transposable element derived 4 pseudogene 1	Approved		107161154	
HGNC:44077	PGBD4P2	piggyBac transposable element derived 4 pseudogene 2	Approved		100421228	
HGNC:44068	PGBD4P3	piggyBac transposable element derived 4 pseudogene 3	Approved		100421136	
HGNC:44076	PGBD4P4	piggyBac transposable element derived 4 pseudogene 4	Approved		100421146	
HGNC:44070	PGBD4P5	piggyBac transposable element derived 4 pseudogene 5	Approved		100421123	
HGNC:44071	PGBD4P6	piggyBac transposable element derived 4 pseudogene 6	Approved		100421180	
HGNC:44074	PGBD4P7	piggyBac transposable element derived 4 pseudogene 7	Approved		100421182	
HGNC:44075	PGBD4P8	piggyBac transposable element derived 4 pseudogene 8	Approved		100421185	
HGNC:19405	PGBD5	piggyBac transposable element derived 5	Approved	DKFZp761A0620, FLJ11413	79605	Q8N414
HGNC:8890	PGC	progastricsin	Approved		5225	P20142
HGNC:39503	PGCP1	progastricsin pseudogene 1	Approved		441897	
HGNC:8891	PGD	phosphogluconate dehydrogenase	Approved		5226	P52209
HGNC:8892	PGDP1	phosphogluconate dehydrogenase pseudogene 1	Approved		342705	
HGNC:39144	PGDP2	phosphogluconate dehydrogenase pseudogene 2	Approved		100129649	
HGNC:8893	PGF	placental growth factor	Approved	PLGF, PlGF-2, PlGF, SHGC-10760, D12S1900, PIGF	5228	P49763
HGNC:8894	PGFL~withdrawn	symbol withdrawn, see PGF	Symbol Withdrawn			
HGNC:26210	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase	Approved	FLJ22635	80162	Q32M88
HGNC:8895	PGGT1B	protein geranylgeranyltransferase type I subunit beta	Approved	GGTI, BGGI	5229	P53609
HGNC:45024	PGGT1BP1	protein geranylgeranyltransferase type I subunit beta pseudogene 1	Approved		653895	
HGNC:45112	PGGT1BP2	protein geranylgeranyltransferase type I subunit beta pseudogene 2	Approved		100132402	
HGNC:8896	PGK1	phosphoglycerate kinase 1	Approved		5230	P00558
HGNC:8897	PGK1P1	phosphoglycerate kinase 1, pseudogene 1	Approved		5231	
